1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;9.875000000000000444e-01;9.666666666666666741e-01;9.250000000000000444e-01;8.000000000000000444e-01;7.666666666666667185e-01;7.333333333333332815e-01;5.166666666666667185e-01;4.166666666666666852e-01
1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;9.749999999999999778e-01;9.833333333333332815e-01;9.291666666666666963e-01;8.000000000000000444e-01;8.083333333333333481e-01;7.333333333333332815e-01;7.500000000000000000e-01;7.666666666666667185e-01
1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;9.749999999999999778e-01;9.833333333333332815e-01;8.916666666666667185e-01;7.666666666666667185e-01;8.125000000000000000e-01;6.999999999999999556e-01;7.500000000000000000e-01;7.666666666666667185e-01
1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;9.875000000000000444e-01;9.666666666666666741e-01;8.791666666666666519e-01;7.833333333333333259e-01;8.125000000000000000e-01;6.999999999999999556e-01;7.833333333333333259e-01;6.999999999999999556e-01
1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;9.833333333333332815e-01;8.874999999999999556e-01;7.666666666666667185e-01;8.083333333333333481e-01;6.999999999999999556e-01;7.750000000000000222e-01;6.999999999999999556e-01
1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;8.874999999999999556e-01;7.500000000000000000e-01;8.125000000000000000e-01;6.999999999999999556e-01;9.041666666666666741e-01;8.000000000000000444e-01
1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;9.833333333333332815e-01;8.874999999999999556e-01;7.833333333333333259e-01;8.249999999999999556e-01;6.999999999999999556e-01;7.416666666666666963e-01;7.666666666666667185e-01
1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;8.833333333333333037e-01;7.333333333333332815e-01;8.208333333333333037e-01;6.999999999999999556e-01;9.083333333333333259e-01;8.000000000000000444e-01
1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;8.791666666666666519e-01;7.833333333333333259e-01;8.249999999999999556e-01;6.999999999999999556e-01;9.083333333333333259e-01;8.000000000000000444e-01
1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;8.291666666666667185e-01;6.999999999999999556e-01;8.249999999999999556e-01;6.999999999999999556e-01;9.083333333333333259e-01;8.000000000000000444e-01
